Date,Description,Category,Cost,Currency,Louise Billingham,Ben Selby
2026-04-01,Apple music and icloud,Groceries,26.00,GBP,-13.00,13.00
2026-04-01,Hot Water,Water,31.00,GBP,15.50,-15.50
2026-04-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2026-04-02,BMW car tax,Car,620.00,GBP,310.00,-310.00
2026-04-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2026-04-18,Mortgage lump sum,Mortgage,2000.00,GBP,-2000.00,2000.00
2026-04-27,Council tax,General,179.00,GBP,-89.50,89.50
2026-05-01,Electricity,Electricity,80.00,GBP,40.00,-40.00
2026-05-01,Water,Water,24.00,GBP,12.00,-12.00
2026-05-01,Apple music and icloud,Groceries,26.00,GBP,-13.00,13.00
2026-05-01,Hot Water,Water,31.00,GBP,15.50,-15.50
2026-05-01,Car break down  & travel insuranve,Car,13.00,GBP,6.50,-6.50
2026-05-02,Louise B. paid Ben S.,Payment,2000.00,GBP,2000.00,-2000.00
2026-05-04,Internet,TV/Phone/Internet,33.00,GBP,-16.50,16.50
2026-05-11,Car tax refund,Car,65.00,GBP,-32.50,32.50

2026-05-16,Total balance, , ,GBP,277.00,-277.00

